ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1191	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja erinacea
ASV_1199	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_120	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1200	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1211	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1215	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1216	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1219	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1222	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1223	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1224	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1227	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1229	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1231	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1246	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1247	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1252	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja erinacea
ASV_1267	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1268	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1269	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_127	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1280	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1281	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1285	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1286	Eukaryota	Chordata	Actinopteri	Istiophoriformes	NA	NA	NA
ASV_1287	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1288	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	NA
ASV_1291	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1295	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1296	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1298	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1299	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis freminvillei
ASV_1302	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1306	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja eglanteria
ASV_1322	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja erinacea
ASV_1323	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1326	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1327	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1328	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1329	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1332	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1333	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1334	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_135	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1361	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1370	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1373	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1375	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV_1380	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja erinacea
ASV_1382	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1393	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1394	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1395	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1397	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	NA	NA
ASV_1398	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1399	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	Bathytoshia centroura
ASV_1402	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja erinacea
ASV_1403	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1406	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1408	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Pteroplatytrygon	NA
ASV_1411	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Gymnuridae	Gymnura	Gymnura altavela
ASV_1414	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1417	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1422	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis freminvillei
ASV_1423	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1425	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	NA
ASV_143	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1436	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja eglanteria
ASV_1439	Eukaryota	Chordata	Aves	Galliformes	NA	NA	NA
ASV_144	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1443	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1447	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis freminvillei
ASV_1457	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1459	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_146	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1465	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1467	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_147	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1470	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1472	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1475	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1478	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_148	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1482	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	NA
ASV_1493	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1494	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis freminvillei
ASV_1498	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_15	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis freminvillei
ASV_150	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1503	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1505	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1506	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_151	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1511	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	NA
ASV_1512	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	NA
ASV_1514	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis freminvillei
ASV_1515	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1518	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1519	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_152	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja erinacea
ASV_1520	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	Bathytoshia centroura
ASV_1521	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja eglanteria
ASV_1525	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1527	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1531	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1536	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis freminvillei
ASV_1539	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja eglanteria
ASV_154	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1540	Eukaryota	Chordata	Chondrichthyes	Lamniformes	Odontaspididae	Carcharias	Carcharias taurus
ASV_1542	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1544	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1545	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1547	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_155	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1559	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1560	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1569	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	NA
ASV_157	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis freminvillei
ASV_1573	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1586	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	NA
ASV_1588	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1591	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1592	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	NA
ASV_1596	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1597	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_160	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_161	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1612	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1614	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1617	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1618	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1628	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1631	Eukaryota	Chordata	Chondrichthyes	Lamniformes	Odontaspididae	Carcharias	Carcharias taurus
ASV_1632	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1640	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1641	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1643	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1647	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1654	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1657	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1659	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_166	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1661	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja eglanteria
ASV_169	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1693	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1695	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	NA
ASV_1696	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja erinacea
ASV_17	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1703	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1706	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1708	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1711	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	NA
ASV_1714	Eukaryota	Chordata	Mammalia	Carnivora	NA	NA	NA
ASV_1717	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja eglanteria
ASV_1718	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja eglanteria
ASV_172	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Pteroplatytrygon	NA
ASV_1723	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis freminvillei
ASV_1724	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis freminvillei
ASV_1725	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1728	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1733	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1742	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis freminvillei
ASV_1747	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	NA	NA
ASV_175	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1754	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1755	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1756	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1758	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1759	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1762	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1764	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1777	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Gymnuridae	Gymnura	Gymnura altavela
ASV_1784	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1785	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1793	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1795	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	Leucoraja	Leucoraja ocellata
ASV_1796	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Bathytoshia	NA
ASV_1799	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
ASV_1800	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Rhinoptera	Rhinoptera bonasus
ASV_1804	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis
